V_drain (V),I_drain (A/cm)
0.0,-2.697934273831158e-13
0.1,0.3797305092170676
0.2,13.626904365707185
0.30000000000000004,171.57861742834484
0.4,519.4271172043373
0.5,871.4590747828377
0.6,1208.0800908909937
0.7,1536.0699918331998
0.7999999999999999,1858.712256168462
0.8999999999999999,2177.6635009963275
0.9999999999999999,2493.887339073041
