V_drain (V),I_drain (A/cm),Max_T (K)
0.0,3.313560720001808e-17,300.0
0.1,0.03597183807166239,300.00859466332827
0.2,0.1451490191949051,300.03811803914647
0.30000000000000004,0.27532921238285646,300.08158456630946
0.4,0.40666067806965817,300.13679063364316
0.5,0.5377597078897727,300.20464548328005
0.6,0.6685585629428796,300.28578311360644
0.7,0.7990925154112014,300.3805470129139
0.7999999999999999,0.9293982115826196,300.48911292144817
0.8999999999999999,1.0594988455048147,300.6115622598102
0.9999999999999999,1.189415750051741,300.747929258469
1.0999999999999999,1.3196708066044656,300.89855467975883
1.2,1.4740327895319523,301.08039973345774
1.3,2.2789415146167444,301.7722109112524
1.4000000000000001,8.02902619144223,306.4031103625624
1.5000000000000002,19.802070680755634,317.83126448402896
1.6000000000000003,29.644635582726835,338.67011123914693
1.7000000000000004,37.41918871774595,365.24129697636937
1.8000000000000005,43.50590754269426,394.95010592864855
1.9000000000000006,48.22722205361443,426.3911528774311
2.0000000000000004,51.897595172867035,458.7199376820467
