V_drain (V),I_drain (A/cm)
0.0,1.1008974136128068e-13
0.1,0.5117326349736242
0.2,17.623328995661886
0.30000000000000004,204.80581282131635
0.4,592.419175104242
0.5,977.8228126010392
0.6,1345.0495609720156
0.7,1702.2995830208495
0.7999999999999999,2053.386420767663
0.8999999999999999,2400.2224140807602
0.9999999999999999,2743.9164426504576
