V_drain (V),I_drain (A/cm),Max_T (K)
0.0,2.0643483285600236e-15,300.0
0.1,0.037216167855410556,300.00784933667336
0.2,0.1488680379886862,300.03424999851865
0.30000000000000004,0.2810747752161852,300.07268046327874
0.4,0.4140955122081575,300.12475410486473
0.5,0.5467371491160787,300.19012210820216
0.6,0.679009218237367,300.26927088182964
0.7,0.8109818592844403,300.362418949006
0.7999999999999999,0.9427092681135394,300.46965026860016
0.8999999999999999,1.0742239573364702,300.5909826500984
0.9999999999999999,1.205552752407236,300.72640737634305
1.0999999999999999,1.3372511871895914,300.8762430457228
1.2,1.4946394031299834,301.0579135348946
1.3,2.346129706656039,301.76614183348414
1.4000000000000001,10.482436391561828,308.08986730663537
1.5000000000000002,48.94755487902397,337.3511979466997
1.6000000000000003,82.62205613763905,362.26915163536717
1.7000000000000004,104.37255622332076,378.0842927069811
1.8000000000000005,120.85382511984058,395.9505010080615
1.9000000000000006,133.46482975292486,427.54272044459736
2.0000000000000004,143.16213458064522,460.10591992268934
