L_gap_nm,R_Top,R_Edge,MaxT_Top,MaxT_Edge
10,0.23401917435648434,0.1572654308927589,645.6252655640333,406.2031918104942
30,0.9734417449263176,0.7767609571718949,549.92039354578,379.207592371493
50,2.7015708002291636,2.2469644399489,468.1481920607,375.80241504784794
100,27.500171096630634,22.721357931160124,460.1063172831152,374.00936333122473
