V_drain (V),I_drain (A/cm),Max_T (K)
0.0,-8.724793057910226e-19,300.0
0.1,3.6663181200412386e-05,300.00000337883813
0.2,8.34882532062744e-05,300.000012249845
0.30000000000000004,0.0001362733510190792,300.0000274355609
0.4,0.00019147192781281486,300.0000490047629
0.5,0.00024774129302534693,300.0000769352452
0.6,0.0003045598424744873,300.0001112111645
0.7,0.0003616953306953011,300.000151824206
0.7999999999999999,0.00041903604488611925,300.0001987724511
0.8999999999999999,0.00047676107062610585,300.0002521780849
0.9999999999999999,0.0005459740423953617,300.00031836980116
1.0999999999999999,0.0009190291644197969,300.00057777307103
1.2,0.004387404278552218,300.0028527920105
1.3,0.017125752333456687,300.0112834638504
1.4000000000000001,0.029773566567914196,300.0208162400773
1.5000000000000002,0.041731030565566096,300.0385379829731
1.6000000000000003,0.05392103915820188,300.06283990411606
1.7000000000000004,0.06630944543649683,300.0934189562198
1.8000000000000005,0.07883085438201995,300.13032821650637
1.9000000000000006,0.09144421877006235,300.17359698968147
2.0000000000000004,0.10412325380404663,300.2232432381072
