V_drain (V),I_drain (A/cm),Max_T (K)
0.0,6.845485091448004e-15,300.0
0.1,0.038976703095386256,300.00718381224294
0.2,0.15398576451609694,300.03114422376404
0.30000000000000004,0.28897774385516084,300.0678321209483
0.4,0.42430683084651044,300.11903153112127
0.5,0.5590187111235785,300.18429118716193
0.6,0.693226450286816,300.26392924554045
0.7,0.8270539178904264,300.3580459569469
0.7999999999999999,0.9605882534919619,300.46665078391555
0.8999999999999999,1.093883279322236,300.5897165460266
0.9999999999999999,1.2269796837782148,300.72720796609167
1.0999999999999999,1.3604673847187134,300.87944015425893
1.2,1.5211835016928206,301.064677684658
1.3,2.4340088420111434,301.8146877068969
1.4000000000000001,11.188887254877413,308.56065863398084
1.5000000000000002,67.27389686623752,350.5164847675849
1.6000000000000003,136.82819122189846,400.03030076021486
1.7000000000000004,174.3093738183715,426.0730233279192
1.8000000000000005,201.6987682798676,444.90791349612755
1.9000000000000006,222.55977269094555,459.18880565793154
2.0000000000000004,238.5544791552673,470.1380519109882
