V_drain (V),I_drain (A/cm),Max_T (K)
0.0,2.1571280287200144e-15,300.0
0.1,0.0366608441923135,300.00821996478237
0.2,0.14724349710126258,300.03596153259167
0.30000000000000004,0.2786123106607551,300.0767513501073
0.4,0.41095657191204166,300.1302146401607
0.5,0.5429913883884911,300.196673991902
0.6,0.6746878214326748,300.27669366443746
0.7,0.8060978986906042,300.37055438552335
0.7999999999999999,0.9372664694700984,300.4783836619315
0.8999999999999999,1.0682211236597683,300.60022802784
0.9999999999999999,1.1989861064124936,300.7360972011958
1.0999999999999999,1.3301094507875233,300.8863233889892
1.2,1.4866425586034098,301.0684289816808
1.3,2.33132059317533,301.7802007997697
1.4000000000000001,10.108092234562235,307.91419697653055
1.5000000000000002,36.036538095297075,328.1059287728705
1.6000000000000003,56.588400376633736,343.8847770163917
1.7000000000000004,71.34213468386179,365.7966419351555
1.8000000000000005,82.68316511010525,395.81830514349366
1.9000000000000006,91.39245057263926,427.5255397136459
2.0000000000000004,98.1074183335367,460.08361754056756
