V_drain (V),I_drain (A/cm)
0.0,3.41294766023569e-12
0.1,0.38953752329859126
0.2,13.944743444661269
0.30000000000000004,174.41693299007574
0.4,525.4605653853771
0.5,879.8582587795644
0.6,1218.4501953297247
0.7,1548.1705618731944
0.7999999999999999,1872.3626990512566
0.8999999999999999,2192.7127337969546
0.9999999999999999,2510.2003002258834
