V_drain (V),I_drain (A/cm),Max_T (K)
0.0,-3.1224404270068205e-19,300.0
0.1,3.8140674551860235e-05,300.00000330820654
0.2,8.641590746145164e-05,300.0000122273091
0.30000000000000004,0.00014054896683876418,300.0000275867345
0.4,0.00019701682887424422,300.0000494642502
0.5,0.00025450315904734257,300.00007784004083
0.6,0.00031250120776946057,300.00011269786944
0.7,0.0003707875990844863,300.0001540474565
0.7999999999999999,0.00042925679513878265,300.00020230456516
0.8999999999999999,0.00048810031203999057,300.00025728170834
0.9999999999999999,0.0005589723701268382,300.0003255808898
1.0999999999999999,0.0009568767580022691,300.0006018221029
1.2,0.004831786061302363,300.0031485254556
1.3,0.03137269052312111,300.0207704464214
1.4000000000000001,0.07227562339574747,300.04832605116076
1.5000000000000002,0.10304672140288464,300.0694072451666
1.6000000000000003,0.13329303099487314,300.0903051075173
1.7000000000000004,0.1639727467847134,300.11162737900196
1.8000000000000005,0.19497544242304551,300.13538965337557
1.9000000000000006,0.22620245153419544,300.1752022709975
2.0000000000000004,0.25758938322636604,300.22379351988934
