WF_eV,Doping_cm3,R_Top,R_Edge
4.8,1000000000000000.0,1791.968397841565,1673.5486695102552
4.8,1e+16,2709.7743965225704,2386.9547890910403
4.8,1e+17,863513.9617596471,324337.20297676953
5.0,1000000000000000.0,2.0385945191973023,1.764195956190266
5.0,1e+16,2.701570800229177,2.2469644399488886
5.0,1e+17,443.829066795297,159.83026021407142
5.2,1000000000000000.0,0.47064343137834735,0.3582734056005579
5.2,1e+16,0.5485480983058599,0.4065776494386797
5.2,1e+17,10.57430016039028,3.724363037177368
