V_drain (V),I_drain (A/cm)
0.0,-7.028459914406375e-13
0.1,0.3672763952503951
0.2,13.247006798452018
0.30000000000000004,168.17089201998667
0.4,511.9263852195481
0.5,860.7247573350863
0.6,1194.5124573938863
0.7,1519.8973449990292
0.7999999999999999,1840.0986642076512
0.8999999999999999,2156.7413461448846
0.9999999999999999,2470.770604440242
